"","species","point","v1","v2","v3","v4","Q","lat","lon","site","cluster","natural","pasture","elev_ALOS","Order","Family","Genus","sp_cl","forestDep_birdlife"
"1","Akletos_melanoceps","SGP8",0,0,0,0,0,2.452046,-72.758018,"SG","cluster_SGP_3",0,1,251,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_3","High"
"2","Akletos_melanoceps","SGP2",0,0,0,0,0,2.455455,-72.708626,"SG","cluster_SGP_1",0,1,286,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_1","High"
"3","Akletos_melanoceps","PLP18",0,0,0,0,0,-0.104268,-74.663881,"PL","cluster_PLP_6",0,1,176,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_6","High"
"4","Akletos_melanoceps","PLP7",0,0,0,0,0,-0.114824,-74.644941,"PL","cluster_PLP_3",0,1,176,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_3","High"
"5","Akletos_melanoceps","SGP12",0,0,0,0,0,2.512913,-72.831778,"SG","cluster_SGP_4",0,1,247,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_4","High"
"6","Akletos_melanoceps","SGP5",0,0,0,0,0,2.458684,-72.760927,"SG","cluster_SGP_2",0,1,243,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_2","High"
"7","Akletos_melanoceps","SGP10",0,0,0,0,0,2.515489,-72.83382,"SG","cluster_SGP_4",0,1,234,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_4","High"
"8","Akletos_melanoceps","SGP13",0,0,0,0,0,2.509502,-72.838586,"SG","cluster_SGP_5",0,1,230,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_5","High"
"9","Akletos_melanoceps","SGP15",0,0,0,0,0,2.508469,-72.842021,"SG","cluster_SGP_5",0,1,225,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_5","High"
"10","Akletos_melanoceps","PSP3",0,0,0,NA,0,-0.63821,-72.36242,"PS","cluster_PSP_2",0,1,107,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_2","High"
"11","Akletos_melanoceps","PLP12",0,0,0,0,0,-0.106439,-74.636987,"PL","cluster_PLP_4",0,1,174,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_4","High"
"12","Akletos_melanoceps","SGP3",0,0,0,0,0,2.455774,-72.71041,"SG","cluster_SGP_1",0,1,283,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_1","High"
"13","Akletos_melanoceps","PLP1",1,0,0,0,1,-0.12944,-74.64502,"PL","cluster_PLP_1",0,1,177,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_1","High"
"14","Akletos_melanoceps","PLP4",0,0,0,0,0,-0.12022,-74.64526,"PL","cluster_PLP_2",0,1,166,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_2","High"
"15","Akletos_melanoceps","PLP11",0,0,0,0,0,-0.107999,-74.637978,"PL","cluster_PLP_4",0,1,173,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_4","High"
"16","Akletos_melanoceps","PLP21",0,0,0,0,0,-0.098746,-74.670431,"PL","cluster_PLP_7",0,1,190,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_7","High"
"17","Akletos_melanoceps","SGP7",0,0,0,0,0,2.452231,-72.756223,"SG","cluster_SGP_3",0,1,242,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_3","High"
"18","Akletos_melanoceps","PSP4",0,0,0,NA,0,-0.636463,-72.362891,"PS","cluster_PSP_2",0,1,105,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_2","High"
"19","Akletos_melanoceps","PSP6",0,0,0,NA,0,-0.631403,-72.371501,"PS","cluster_PSP_3",0,1,102,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_3","High"
"20","Akletos_melanoceps","PLP20",0,0,0,0,0,-0.098897,-74.668639,"PL","cluster_PLP_7",0,1,167,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_7","High"
"21","Akletos_melanoceps","PLP17",0,0,0,0,0,-0.105752,-74.662838,"PL","cluster_PLP_6",0,1,178,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_6","High"
"22","Akletos_melanoceps","PLP23",0,0,0,0,0,-0.093633,-74.673583,"PL","cluster_PLP_8",0,1,167,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_8","High"
"23","Akletos_melanoceps","SGP11",0,0,0,0,0,2.514711,-72.832183,"SG","cluster_SGP_4",0,1,236,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_4","High"
"24","Akletos_melanoceps","SGP1",0,0,0,0,0,2.455462,-72.706825,"SG","cluster_SGP_1",0,1,276,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_1","High"
"25","Akletos_melanoceps","PLP13",0,0,0,0,0,-0.111965,-74.656193,"PL","cluster_PLP_5",0,1,172,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_5","High"
"26","Akletos_melanoceps","PSP1",0,0,0,NA,0,-0.646103,-72.345283,"PS","cluster_PSP_1",0,1,119,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_1","High"
"27","Akletos_melanoceps","PSP2",0,0,0,NA,0,-0.647789,-72.345891,"PS","cluster_PSP_1",0,1,137,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_1","High"
"28","Akletos_melanoceps","PLP16",0,0,0,0,0,-0.106862,-74.664317,"PL","cluster_PLP_6",0,1,179,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_6","High"
"29","Akletos_melanoceps","PLP9",0,0,0,0,0,-0.111148,-74.644316,"PL","cluster_PLP_3",0,1,170,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_3","High"
"30","Akletos_melanoceps","PLP15",0,0,0,0,0,-0.110342,-74.660004,"PL","cluster_PLP_5",0,1,168,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_5","High"
"31","Akletos_melanoceps","PLP24",0,0,0,0,0,-0.091859,-74.673905,"PL","cluster_PLP_8",0,1,168,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_8","High"
"32","Akletos_melanoceps","PSP7",0,0,0,NA,0,-0.630676,-72.369848,"PS","cluster_PSP_3",0,1,102,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_3","High"
"33","Akletos_melanoceps","PLP19",0,0,0,0,0,-0.099951,-74.667183,"PL","cluster_PLP_7",0,1,174,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_7","High"
"34","Akletos_melanoceps","PLP3",0,0,0,0,0,-0.12548,-74.64514,"PL","cluster_PLP_1",0,1,173,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_1","High"
"35","Akletos_melanoceps","PLP6",0,0,0,0,0,-0.11982,-74.64207,"PL","cluster_PLP_2",0,1,168,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_2","High"
"36","Akletos_melanoceps","PLP14",0,0,0,0,0,-0.111137,-74.657777,"PL","cluster_PLP_5",0,1,174,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_5","High"
"37","Akletos_melanoceps","SGP6",0,0,0,0,0,2.456958,-72.76032,"SG","cluster_SGP_2",0,1,250,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_2","High"
"38","Akletos_melanoceps","PLP10",0,0,0,0,0,-0.109459,-74.639179,"PL","cluster_PLP_4",0,1,193,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_4","High"
"39","Akletos_melanoceps","PLP8",0,0,0,0,0,-0.112969,-74.644781,"PL","cluster_PLP_3",0,1,173,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_3","High"
"40","Akletos_melanoceps","SGP9",0,0,0,0,0,2.450518,-72.759228,"SG","cluster_SGP_3",0,1,245,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_3","High"
"41","Akletos_melanoceps","PLP22",0,0,0,0,0,-0.095082,-74.674684,"PL","cluster_PLP_8",0,1,168,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_8","High"
"42","Akletos_melanoceps","PSP5",0,0,0,NA,0,-0.631405,-72.373337,"PS","cluster_PSP_3",0,1,102,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PSP_3","High"
"43","Akletos_melanoceps","SGP14",0,0,0,0,0,2.509266,-72.840404,"SG","cluster_SGP_5",0,1,236,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_5","High"
"44","Akletos_melanoceps","PLP2",0,0,0,0,0,-0.12754,-74.64546,"PL","cluster_PLP_1",0,1,168,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_1","High"
"45","Akletos_melanoceps","SGP4",0,0,0,0,0,2.458383,-72.759148,"SG","cluster_SGP_2",0,1,241,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_SGP_2","High"
"46","Akletos_melanoceps","PLP5",0,0,0,0,0,-0.12096,-74.64354,"PL","cluster_PLP_2",0,1,167,"PASSERIFORMES","Thamnophilidae","Akletos","Akletos_melanoceps__cluster_PLP_2","High"
"47","Amazilia_fimbriata","PLP23",0,0,0,0,0,-0.093633,-74.673583,"PL","cluster_PLP_8",0,1,167,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_8","Medium"
"48","Amazilia_fimbriata","SGP15",0,1,0,0,1,2.508469,-72.842021,"SG","cluster_SGP_5",0,1,225,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_5","Medium"
"49","Amazilia_fimbriata","PLP13",0,0,0,0,0,-0.111965,-74.656193,"PL","cluster_PLP_5",0,1,172,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_5","Medium"
"50","Amazilia_fimbriata","PSP7",0,0,0,NA,0,-0.630676,-72.369848,"PS","cluster_PSP_3",0,1,102,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_3","Medium"
"51","Amazilia_fimbriata","SGP14",0,0,0,0,0,2.509266,-72.840404,"SG","cluster_SGP_5",0,1,236,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_5","Medium"
"52","Amazilia_fimbriata","PLP7",0,0,0,0,0,-0.114824,-74.644941,"PL","cluster_PLP_3",0,1,176,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_3","Medium"
"53","Amazilia_fimbriata","PLP9",0,0,0,0,0,-0.111148,-74.644316,"PL","cluster_PLP_3",0,1,170,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_3","Medium"
"54","Amazilia_fimbriata","SGP3",0,0,0,0,0,2.455774,-72.71041,"SG","cluster_SGP_1",0,1,283,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_1","Medium"
"55","Amazilia_fimbriata","PSP1",0,0,0,NA,0,-0.646103,-72.345283,"PS","cluster_PSP_1",0,1,119,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_1","Medium"
"56","Amazilia_fimbriata","PLP20",0,0,0,0,0,-0.098897,-74.668639,"PL","cluster_PLP_7",0,1,167,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_7","Medium"
"57","Amazilia_fimbriata","PSP4",0,0,0,NA,0,-0.636463,-72.362891,"PS","cluster_PSP_2",0,1,105,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_2","Medium"
"58","Amazilia_fimbriata","PLP2",0,0,0,0,0,-0.12754,-74.64546,"PL","cluster_PLP_1",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_1","Medium"
"59","Amazilia_fimbriata","PLP24",0,0,0,0,0,-0.091859,-74.673905,"PL","cluster_PLP_8",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_8","Medium"
"60","Amazilia_fimbriata","PLP5",1,0,0,0,1,-0.12096,-74.64354,"PL","cluster_PLP_2",0,1,167,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_2","Medium"
"61","Amazilia_fimbriata","SGP7",0,0,0,0,0,2.452231,-72.756223,"SG","cluster_SGP_3",0,1,242,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_3","Medium"
"62","Amazilia_fimbriata","SGP10",0,0,0,0,0,2.515489,-72.83382,"SG","cluster_SGP_4",0,1,234,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_4","Medium"
"63","Amazilia_fimbriata","SGP5",0,0,0,0,0,2.458684,-72.760927,"SG","cluster_SGP_2",0,1,243,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_2","Medium"
"64","Amazilia_fimbriata","PSP5",0,0,0,NA,0,-0.631405,-72.373337,"PS","cluster_PSP_3",0,1,102,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_3","Medium"
"65","Amazilia_fimbriata","SGP9",0,0,0,0,0,2.450518,-72.759228,"SG","cluster_SGP_3",0,1,245,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_3","Medium"
"66","Amazilia_fimbriata","PLP15",0,0,0,0,0,-0.110342,-74.660004,"PL","cluster_PLP_5",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_5","Medium"
"67","Amazilia_fimbriata","PLP21",0,0,0,0,0,-0.098746,-74.670431,"PL","cluster_PLP_7",0,1,190,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_7","Medium"
"68","Amazilia_fimbriata","PLP11",0,0,0,0,0,-0.107999,-74.637978,"PL","cluster_PLP_4",0,1,173,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_4","Medium"
"69","Amazilia_fimbriata","PLP6",0,0,0,0,0,-0.11982,-74.64207,"PL","cluster_PLP_2",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_2","Medium"
"70","Amazilia_fimbriata","SGP6",0,0,0,0,0,2.456958,-72.76032,"SG","cluster_SGP_2",0,1,250,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_2","Medium"
"71","Amazilia_fimbriata","PLP3",0,0,0,0,0,-0.12548,-74.64514,"PL","cluster_PLP_1",0,1,173,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_1","Medium"
"72","Amazilia_fimbriata","PLP22",0,0,0,0,0,-0.095082,-74.674684,"PL","cluster_PLP_8",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_8","Medium"
"73","Amazilia_fimbriata","PLP4",0,0,1,0,1,-0.12022,-74.64526,"PL","cluster_PLP_2",0,1,166,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_2","Medium"
"74","Amazilia_fimbriata","SGP12",0,0,0,0,0,2.512913,-72.831778,"SG","cluster_SGP_4",0,1,247,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_4","Medium"
"75","Amazilia_fimbriata","PLP16",0,0,0,1,1,-0.106862,-74.664317,"PL","cluster_PLP_6",0,1,179,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_6","Medium"
"76","Amazilia_fimbriata","PLP10",0,0,0,0,0,-0.109459,-74.639179,"PL","cluster_PLP_4",0,1,193,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_4","Medium"
"77","Amazilia_fimbriata","PLP18",0,1,0,0,1,-0.104268,-74.663881,"PL","cluster_PLP_6",0,1,176,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_6","Medium"
"78","Amazilia_fimbriata","SGP11",0,0,0,0,0,2.514711,-72.832183,"SG","cluster_SGP_4",0,1,236,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_4","Medium"
"79","Amazilia_fimbriata","PLP17",0,0,0,0,0,-0.105752,-74.662838,"PL","cluster_PLP_6",0,1,178,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_6","Medium"
"80","Amazilia_fimbriata","SGP2",0,0,0,0,0,2.455455,-72.708626,"SG","cluster_SGP_1",0,1,286,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_1","Medium"
"81","Amazilia_fimbriata","PLP14",0,0,0,0,0,-0.111137,-74.657777,"PL","cluster_PLP_5",0,1,174,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_5","Medium"
"82","Amazilia_fimbriata","SGP13",0,0,0,0,0,2.509502,-72.838586,"SG","cluster_SGP_5",0,1,230,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_5","Medium"
"83","Amazilia_fimbriata","PSP2",0,0,0,NA,0,-0.647789,-72.345891,"PS","cluster_PSP_1",0,1,137,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_1","Medium"
"84","Amazilia_fimbriata","SGP4",0,0,0,0,0,2.458383,-72.759148,"SG","cluster_SGP_2",0,1,241,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_2","Medium"
"85","Amazilia_fimbriata","PSP6",0,0,0,NA,0,-0.631403,-72.371501,"PS","cluster_PSP_3",0,1,102,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_3","Medium"
"86","Amazilia_fimbriata","PSP3",0,0,0,NA,0,-0.63821,-72.36242,"PS","cluster_PSP_2",0,1,107,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PSP_2","Medium"
"87","Amazilia_fimbriata","PLP19",0,0,0,0,0,-0.099951,-74.667183,"PL","cluster_PLP_7",0,1,174,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_7","Medium"
"88","Amazilia_fimbriata","SGP1",0,0,0,0,0,2.455462,-72.706825,"SG","cluster_SGP_1",0,1,276,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_1","Medium"
"89","Amazilia_fimbriata","SGP8",0,0,0,0,0,2.452046,-72.758018,"SG","cluster_SGP_3",0,1,251,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_SGP_3","Medium"
"90","Amazilia_fimbriata","PLP8",1,1,0,1,1,-0.112969,-74.644781,"PL","cluster_PLP_3",0,1,173,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_3","Medium"
"91","Amazilia_fimbriata","PLP12",0,0,0,0,0,-0.106439,-74.636987,"PL","cluster_PLP_4",0,1,174,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_4","Medium"
"92","Amazilia_fimbriata","PLP1",0,0,0,0,0,-0.12944,-74.64502,"PL","cluster_PLP_1",0,1,177,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_fimbriata__cluster_PLP_1","Medium"
"93","Amazilia_versicolor","PLP8",0,0,0,0,0,-0.112969,-74.644781,"PL","cluster_PLP_3",0,1,173,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_3","Medium"
"94","Amazilia_versicolor","SGP11",0,0,0,0,0,2.514711,-72.832183,"SG","cluster_SGP_4",0,1,236,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_4","Medium"
"95","Amazilia_versicolor","PLP20",0,0,0,0,0,-0.098897,-74.668639,"PL","cluster_PLP_7",0,1,167,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_7","Medium"
"96","Amazilia_versicolor","PLP9",0,0,0,0,0,-0.111148,-74.644316,"PL","cluster_PLP_3",0,1,170,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_3","Medium"
"97","Amazilia_versicolor","SGP7",0,0,0,0,0,2.452231,-72.756223,"SG","cluster_SGP_3",0,1,242,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_3","Medium"
"98","Amazilia_versicolor","PLP7",0,0,0,0,0,-0.114824,-74.644941,"PL","cluster_PLP_3",0,1,176,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_3","Medium"
"99","Amazilia_versicolor","PSP5",0,0,0,NA,0,-0.631405,-72.373337,"PS","cluster_PSP_3",0,1,102,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PSP_3","Medium"
"100","Amazilia_versicolor","PSP6",0,0,0,NA,0,-0.631403,-72.371501,"PS","cluster_PSP_3",0,1,102,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PSP_3","Medium"
"101","Amazilia_versicolor","PLP19",0,0,0,0,0,-0.099951,-74.667183,"PL","cluster_PLP_7",0,1,174,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_7","Medium"
"102","Amazilia_versicolor","SGP10",0,0,0,0,0,2.515489,-72.83382,"SG","cluster_SGP_4",0,1,234,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_4","Medium"
"103","Amazilia_versicolor","PLP24",0,0,0,0,0,-0.091859,-74.673905,"PL","cluster_PLP_8",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_8","Medium"
"104","Amazilia_versicolor","PLP1",0,0,0,0,0,-0.12944,-74.64502,"PL","cluster_PLP_1",0,1,177,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_1","Medium"
"105","Amazilia_versicolor","SGP2",0,0,0,0,0,2.455455,-72.708626,"SG","cluster_SGP_1",0,1,286,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_1","Medium"
"106","Amazilia_versicolor","SGP6",0,0,0,0,0,2.456958,-72.76032,"SG","cluster_SGP_2",0,1,250,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_2","Medium"
"107","Amazilia_versicolor","SGP5",0,0,0,0,0,2.458684,-72.760927,"SG","cluster_SGP_2",0,1,243,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_2","Medium"
"108","Amazilia_versicolor","SGP13",0,0,0,0,0,2.509502,-72.838586,"SG","cluster_SGP_5",0,1,230,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_5","Medium"
"109","Amazilia_versicolor","PLP21",0,0,0,0,0,-0.098746,-74.670431,"PL","cluster_PLP_7",0,1,190,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_7","Medium"
"110","Amazilia_versicolor","PLP15",0,0,0,0,0,-0.110342,-74.660004,"PL","cluster_PLP_5",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_5","Medium"
"111","Amazilia_versicolor","PLP10",0,0,0,0,0,-0.109459,-74.639179,"PL","cluster_PLP_4",0,1,193,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_4","Medium"
"112","Amazilia_versicolor","PLP18",0,0,0,0,0,-0.104268,-74.663881,"PL","cluster_PLP_6",0,1,176,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_6","Medium"
"113","Amazilia_versicolor","PLP2",0,0,0,0,0,-0.12754,-74.64546,"PL","cluster_PLP_1",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_1","Medium"
"114","Amazilia_versicolor","SGP9",0,0,0,0,0,2.450518,-72.759228,"SG","cluster_SGP_3",0,1,245,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_3","Medium"
"115","Amazilia_versicolor","PLP6",0,0,0,0,0,-0.11982,-74.64207,"PL","cluster_PLP_2",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_2","Medium"
"116","Amazilia_versicolor","PSP4",0,0,1,NA,1,-0.636463,-72.362891,"PS","cluster_PSP_2",0,1,105,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PSP_2","Medium"
"117","Amazilia_versicolor","PLP12",0,0,0,0,0,-0.106439,-74.636987,"PL","cluster_PLP_4",0,1,174,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_4","Medium"
"118","Amazilia_versicolor","PLP3",0,0,0,0,0,-0.12548,-74.64514,"PL","cluster_PLP_1",0,1,173,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_1","Medium"
"119","Amazilia_versicolor","PSP1",0,1,0,NA,1,-0.646103,-72.345283,"PS","cluster_PSP_1",0,1,119,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PSP_1","Medium"
"120","Amazilia_versicolor","SGP14",0,0,0,0,0,2.509266,-72.840404,"SG","cluster_SGP_5",0,1,236,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_SGP_5","Medium"
"121","Amazilia_versicolor","PLP5",0,0,0,0,0,-0.12096,-74.64354,"PL","cluster_PLP_2",0,1,167,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_2","Medium"
"122","Amazilia_versicolor","PLP22",0,0,0,0,0,-0.095082,-74.674684,"PL","cluster_PLP_8",0,1,168,"CAPRIMULGIFORMES","Trochilidae","Amazilia","Amazilia_versicolor__cluster_PLP_8","Medium"
